dataset_id,folder,state,tax_year,level,filing_status,primary_name,spouse_name,dependents,total_income,agi,taxable_income,total_tax,refund,amount_owed,state_tax,effective_rate,obbba_total,medicare_surtax,is_tipped,has_car_loan,is_senior
DS_1118,Dataset_1118_TX_2022_L3,TX,2022,3,single,Lisa Alexander,N/A,3,148650.5,144017.85,117952.85,25409.49,0.0,12561.49,0.0,17.64,0,0.0,False,False,False
DS_1119,Dataset_1119_CA_2022_L3,CA,2022,3,single,Michael Conway,N/A,1,261499.04,260179.65,227523.65,56493.89,0.0,21051.89,20280.68,21.71,0,468.83,False,False,False
DS_1120,Dataset_1120_CA_2020_L2,CA,2020,2,single,Patricia Rosales,N/A,1,94154.48,90566.91,68010.91,15927.53,0.0,10995.53,4506.69,17.59,0,0.0,False,False,False
DS_1121,Dataset_1121_NY_2021_L2,NY,2021,2,hoh,Michelle Schmidt,N/A,1,108865.93,105232.94,76147.94,15314.53,0.0,8594.53,4923.19,14.55,0,0.0,False,False,False
DS_1122,Dataset_1122_NY_2022_L3,NY,2022,3,single,Joseph Galloway,N/A,2,96732.64,93930.89,73048.89,13291.26,0.0,6943.26,4587.6,14.15,0,0.0,False,False,False
DS_1123,Dataset_1123_NY_2022_L2,NY,2022,2,single,Susan Larson,N/A,2,145083.23,142503.39,122250.39,24335.28,0.0,7263.28,7501.95,17.08,0,0.0,False,False,False
DS_1124,Dataset_1124_TX_2021_L1,TX,2021,1,single,Thomas Figueroa,N/A,0,55679.92,55679.92,43129.92,5237.08,1386.92,0.0,0.0,9.41,0,0.0,False,False,False
DS_1125,Dataset_1125_IL_2024_L2,IL,2024,2,mfj,Shawn Berry,Gregory Berry,2,176490.17,172474.75,131731.75,23117.82,0.0,4509.82,8017.75,13.4,0,0.0,False,False,False
DS_1126,Dataset_1126_IL_2024_L3,IL,2024,3,mfj,Dana Rodriguez,Carl Rodriguez,4,246479.12,245002.61,199398.61,28926.71,6823.29,0.0,11348.0,11.81,0,0.0,False,False,False
DS_1127,Dataset_1127_TX_2021_L1,TX,2021,1,mfj,Allen Goodman,Jose Goodman,0,42100.0,42100.0,17000.0,1700.0,3352.0,0.0,0.0,4.04,0,0.0,False,False,False
DS_1128,Dataset_1128_FL_2022_L1,FL,2022,1,single,Melissa Hampton,N/A,0,57374.91,57374.91,44424.91,5390.48,1437.52,0.0,0.0,9.4,0,0.0,False,False,False
DS_1129,Dataset_1129_CA_2025_L3,CA,2025,3,mfj,Nicole Castillo,Todd Castillo,3,236654.3,229653.15,185467.15,26330.75,11344.25,0.0,14002.79,11.47,5851.16,0.0,False,False,False
DS_1130,Dataset_1130_NY_2023_L3,NY,2023,3,mfj,Thomas Avila,Jeffrey Avila,3,233560.43,233148.13,199290.13,29454.23,2593.77,0.0,11885.64,12.63,0,0.0,False,False,False
DS_1131,Dataset_1131_CA_2020_L1,CA,2020,1,single,Jerry Rowe,N/A,1,58000.0,58000.0,45600.0,3822.0,3138.0,0.0,1736.0,6.59,0,0.0,False,False,False
DS_1132,Dataset_1132_TX_2022_L1,TX,2022,1,single,Brandon Bradford,N/A,0,71500.0,71500.0,58550.0,8498.0,82.0,0.0,0.0,11.89,0,0.0,False,False,False
DS_1133,Dataset_1133_TX_2022_L2,TX,2022,2,mfj,Shelby Owens,Allison Owens,1,82750.29,79280.28,43557.28,9755.88,0.0,7155.88,0.0,12.31,0,0.0,False,False,False
DS_1134,Dataset_1134_TX_2024_L1,TX,2024,1,mfj,Rodney Fleming,William Fleming,0,45866.82,45866.82,16666.82,1666.68,3805.32,0.0,0.0,3.63,0,0.0,False,False,False
DS_1135,Dataset_1135_TX_2021_L3,TX,2021,3,single,Charles Alvarez,N/A,4,159143.08,154901.45,128911.45,25393.01,0.0,11169.01,0.0,16.39,0,0.0,False,False,False
DS_1136,Dataset_1136_TX_2024_L3,TX,2024,3,mfj,Amanda Montoya,Bryce Montoya,4,319151.98,318358.9,277313.9,46778.16,3303.84,0.0,0.0,14.69,0,551.66,False,False,False
DS_1137,Dataset_1137_TX_2020_L1,TX,2020,1,mfj,Jessica Weber,Christina Weber,1,44900.0,44900.0,20100.0,17.0,5371.0,0.0,0.0,0.04,0,0.0,False,False,False
DS_1138,Dataset_1138_NY_2022_L3,NY,2022,3,mfj,Brian Morgan,Michael Morgan,0,255680.17,254441.34,210038.34,40557.86,0.0,17829.86,13163.23,15.94,0,0.0,False,False,False
DS_1139,Dataset_1139_IL_2020_L1,IL,2020,1,single,James Guzman,N/A,0,51800.0,51800.0,39400.0,4530.5,1685.5,0.0,2434.16,8.75,0,0.0,False,False,False
DS_1140,Dataset_1140_TX_2023_L3,TX,2023,3,single,Julia Sanders,N/A,0,184923.51,178775.89,144872.89,40464.74,0.0,27232.74,0.0,22.63,0,0.0,False,False,False
DS_1141,Dataset_1141_FL_2021_L3,FL,2021,3,mfj,Emily Wright,Karen Wright,0,141087.88,135732.43,95471.43,23211.62,0.0,15951.62,0.0,17.1,0,0.0,False,False,False
DS_1142,Dataset_1142_CA_2020_L3,CA,2020,3,hoh,Sean Green,N/A,3,207540.07,207182.15,183186.15,33284.47,5897.53,0.0,13107.44,16.07,0,25.06,False,False,False
DS_1143,Dataset_1143_IL_2020_L2,IL,2020,2,hoh,Jennifer Mcdaniel,N/A,1,145724.14,143218.28,116866.28,23697.64,0.0,6801.64,6829.43,16.55,0,0.0,False,False,False
DS_1144,Dataset_1144_FL_2023_L1,FL,2023,1,mfj,Gregory Mathis,Carla Mathis,0,64971.3,64971.3,37271.3,4032.56,3695.44,0.0,0.0,6.21,0,0.0,False,False,False
DS_1145,Dataset_1145_IL_2023_L2,IL,2023,2,single,Mary James,N/A,1,101596.16,98363.11,75360.11,16352.83,0.0,9884.83,4609.1,16.62,0,0.0,False,False,False
DS_1146,Dataset_1146_IL_2021_L3,IL,2021,3,single,Lawrence Pruitt,N/A,1,207817.81,205414.4,176692.4,42175.38,0.0,22735.38,9908.14,20.53,0,0.0,False,False,False
DS_1147,Dataset_1147_NY_2021_L3,NY,2021,3,mfj,Alex Mcclain,Christine Mcclain,4,237629.36,236898.4,200881.4,28815.46,0.0,3011.46,12110.65,12.16,0,0.0,False,False,False
DS_1148,Dataset_1148_IL_2023_L2,IL,2023,2,single,Summer Smith,N/A,2,49083.69,47952.55,30900.55,2262.28,201.72,0.0,35.04,4.72,0,0.0,False,False,False
DS_1149,Dataset_1149_CA_2022_L2,CA,2022,2,hoh,Rachel Franco,N/A,1,148038.5,145365.68,118398.68,24097.31,0.0,6625.31,7439.05,16.58,0,0.0,False,False,False
DS_1150,Dataset_1150_TX_2021_L1,TX,2021,1,mfj,Lindsay Lopez,Anthony Lopez,0,25900.0,25900.0,800.0,80.0,1992.0,0.0,0.0,0.31,0,0.0,False,False,False
DS_1151,Dataset_1151_TX_2023_L3,TX,2023,3,single,Raymond Henry,N/A,2,228315.62,227753.51,205508.51,43257.62,0.0,3173.62,0.0,18.99,0,188.69,False,False,False
DS_1152,Dataset_1152_TX_2022_L1,TX,2022,1,mfj,Victoria Martin,William Martin,1,75900.64,75900.64,50000.64,3589.08,5506.92,0.0,0.0,4.73,0,0.0,False,False,False
DS_1153,Dataset_1153_IL_2020_L2,IL,2020,2,single,Michelle Mitchell,N/A,1,133581.28,130664.66,110007.66,24314.58,0.0,9674.58,6208.03,18.61,0,0.0,False,False,False
DS_1154,Dataset_1154_IL_2020_L3,IL,2020,3,single,Tanya Smith,N/A,4,269808.45,268309.45,233520.45,55436.17,0.0,30892.17,12631.63,20.66,0,511.01,False,False,False
DS_1155,Dataset_1155_NY_2022_L3,NY,2022,3,single,Robin King,N/A,3,178745.79,173459.89,141844.89,32450.08,0.0,19346.08,9359.34,18.71,0,0.0,False,False,False
DS_1156,Dataset_1156_IL_2020_L3,IL,2020,3,single,James Anderson,N/A,0,224947.4,223240.21,192657.21,46204.02,0.0,25436.02,10920.45,20.7,0,123.82,False,False,False
DS_1157,Dataset_1157_TX_2022_L1,TX,2022,1,single,David Watts,N/A,0,28000.0,28000.0,15050.0,1600.5,639.5,0.0,0.0,5.72,0,0.0,False,False,False
DS_1158,Dataset_1158_NY_2023_L3,NY,2023,3,single,Lindsay Callahan,N/A,2,132415.29,126355.06,95349.06,24404.76,0.0,19148.76,6533.05,19.31,0,0.0,False,False,False
DS_1159,Dataset_1159_IL_2021_L3,IL,2021,3,mfj,David Fields,Kathleen Fields,0,297233.87,296686.88,263416.88,52737.83,0.0,11985.83,14426.13,17.78,0,381.81,False,False,False
DS_1160,Dataset_1160_NY_2021_L1,NY,2021,1,mfj,William Gardner,Matthew Gardner,0,78418.19,78418.19,53318.19,6000.18,3347.82,0.0,3097.75,7.65,0,0.0,False,False,False
DS_1161,Dataset_1161_FL_2022_L2,FL,2022,2,single,Erin Moran,N/A,2,107040.88,103001.45,78616.45,16991.47,0.0,11315.47,0.0,16.5,0,0.0,False,False,False
DS_1162,Dataset_1162_NY_2021_L3,NY,2021,3,mfj,Shelley Martin,Tyler Martin,0,237052.46,236324.03,200344.03,37581.43,1886.57,0.0,12076.19,15.9,0,0.0,False,False,False
DS_1163,Dataset_1163_FL_2023_L2,FL,2023,2,hoh,Denise Reynolds,N/A,2,144996.9,142393.6,114223.6,20414.26,0.0,3278.26,0.0,14.34,0,0.0,False,False,False
DS_1164,Dataset_1164_NY_2021_L1,NY,2021,1,mfj,Alison Howard,Ashley Howard,0,56179.81,56179.81,31079.81,3331.58,3388.42,0.0,1874.64,5.93,0,0.0,False,False,False
DS_1165,Dataset_1165_CA_2023_L1,CA,2023,1,single,Nicole Miller,N/A,0,47973.82,47973.82,34123.82,3874.86,1801.14,0.0,1100.41,8.08,0,0.0,False,False,False
DS_1166,Dataset_1166_NY_2022_L3,NY,2022,3,mfj,Christopher Wallace,Tiffany Wallace,2,362968.74,361927.5,320475.5,63596.49,0.0,7694.49,19805.16,17.57,0,928.89,False,False,False
DS_1167,Dataset_1167_IL_2020_L3,IL,2020,3,single,Megan Sanchez,N/A,3,193471.54,189851.24,158938.24,33465.28,0.0,17577.28,8877.89,17.63,0,0.0,False,False,False
DS_1168,Dataset_1168_CA_2020_L2,CA,2020,2,mfj,Joshua Russell,Matthew Russell,3,85626.55,83032.01,50887.01,5189.08,486.92,0.0,1487.48,6.25,0,0.0,False,False,False
DS_1169,Dataset_1169_TX_2024_L1,TX,2024,1,mfj,Christopher Cooper,Tiffany Cooper,1,35900.0,35900.0,6700.0,0.0,2872.0,0.0,0.0,0.0,0,0.0,False,False,False
DS_1170,Dataset_1170_IL_2025_L1,IL,2025,1,mfj,Erica Melendez,Susan Melendez,1,66518.64,58123.01,26623.01,517.76,7413.24,0.0,2902.86,0.89,8395.63,0.0,False,False,False
DS_1171,Dataset_1171_FL_2022_L1,FL,2022,1,single,Carolyn Ellis,N/A,0,45900.0,45900.0,32950.0,3748.5,1759.5,0.0,0.0,8.17,0,0.0,False,False,False
DS_1172,Dataset_1172_FL_2024_L2,FL,2024,2,single,Scott Howard,N/A,2,97080.55,95450.07,76234.07,11085.46,0.0,2385.46,0.0,11.61,0,0.0,False,False,False
DS_1173,Dataset_1173_FL_2025_L2,FL,2025,2,single,Crystal Miller,N/A,1,154802.01,147708.87,125043.87,25542.82,0.0,6465.82,0.0,17.29,4650.5,0.0,False,False,False
DS_1174,Dataset_1174_NY_2024_L1,NY,2024,1,single,John Cook,N/A,0,71500.0,71500.0,56900.0,7571.0,1009.0,0.0,3327.5,10.59,0,0.0,False,False,False
DS_1175,Dataset_1175_TX_2024_L2,TX,2024,2,hoh,Joshua Hill,N/A,3,129886.78,128576.13,102966.13,12682.18,4725.82,0.0,0.0,9.86,0,0.0,False,False,False
DS_1176,Dataset_1176_CA_2021_L1,CA,2021,1,mfj,Austin Burgess,Michael Burgess,0,48124.59,48124.59,23024.59,2364.95,3335.05,0.0,401.13,4.91,0,0.0,False,False,False
DS_1177,Dataset_1177_NY_2025_L1,NY,2025,1,single,Ashley House,N/A,0,40900.0,40900.0,25150.0,2779.5,2128.5,0.0,1644.5,6.8,0,0.0,False,False,False
DS_1178,Dataset_1178_FL_2021_L3,FL,2021,3,mfj,Karen Kim,William Kim,2,369121.84,367905.76,324642.76,69360.13,0.0,15712.13,0.0,18.85,0,971.71,False,False,False
DS_1179,Dataset_1179_TX_2023_L1,TX,2023,1,mfj,Christine Sherman,Timothy Sherman,0,36800.0,36800.0,9100.0,910.0,2034.0,0.0,0.0,2.47,0,0.0,False,False,False
DS_1180,Dataset_1180_CA_2023_L1,CA,2023,1,mfj,Sarah Hudson,John Hudson,1,29500.0,29500.0,1800.0,0.0,2360.0,0.0,0,0.0,0,0.0,False,False,False
DS_1181,Dataset_1181_FL_2021_L1,FL,2021,1,single,Dana Washington,N/A,0,35900.0,35900.0,23350.0,2603.0,269.0,0.0,0.0,7.25,0,0.0,False,False,False
DS_1182,Dataset_1182_CA_2022_L1,CA,2022,1,mfj,Dennis Brandt,Kristen Brandt,0,84790.92,84790.92,58890.92,6655.91,6880.09,0.0,1609.8,7.85,0,0.0,False,False,False
DS_1183,Dataset_1183_CA_2025_L3,CA,2025,3,single,Kristina Welch,N/A,1,252606.25,251879.48,225274.48,51002.04,0.0,8308.04,19508.76,20.25,0.0,397.67,False,False,False
DS_1184,Dataset_1184_NY_2020_L1,NY,2020,1,mfj,Brenda Robertson,Amy Robertson,0,29262.49,29262.49,4462.49,446.25,1857.75,0.0,528.5,1.52,0,0.0,False,False,False
DS_1185,Dataset_1185_TX_2025_L2,TX,2025,2,single,Heather Lee,N/A,3,186389.87,173931.6,147127.6,28752.13,0.0,7949.13,0.0,16.53,8861.01,0.0,False,False,False
DS_1186,Dataset_1186_IL_2020_L3,IL,2020,3,single,Linda Martinez,N/A,4,233793.05,232864.93,206602.93,42820.57,0.0,7136.57,10877.13,18.39,0,235.88,False,False,False
DS_1187,Dataset_1187_FL_2021_L3,FL,2021,3,single,Richard Gray,N/A,2,148256.33,144394.23,120911.23,28213.9,0.0,13637.9,0.0,19.54,0,0.0,False,False,False
DS_1188,Dataset_1188_CA_2020_L3,CA,2020,3,single,Patricia Williams,N/A,3,146594.08,142568.53,118474.53,24564.48,0.0,10900.48,9262.3,17.23,0,0.0,False,False,False
DS_1189,Dataset_1189_IL_2025_L3,IL,2025,3,mfj,James Brown,Charles Brown,2,430530.36,429076.51,375862.51,77389.4,0.0,15221.4,20719.54,18.04,0.0,1530.71,False,False,False
DS_1190,Dataset_1190_IL_2023_L3,IL,2023,3,single,Michelle Russell,N/A,3,140024.43,134343.08,104409.08,23820.88,0.0,16920.88,6130.23,17.73,0,0.0,False,False,False
DS_1191,Dataset_1191_TX_2023_L2,TX,2023,2,mfj,Brian Moore,Amanda Moore,1,149179.62,147075.44,113418.44,17775.41,0.0,3651.41,0.0,12.09,0,0.0,False,False,False
DS_1192,Dataset_1192_CA_2024_L3,CA,2024,3,hoh,Daniel Reyes,N/A,3,170528.01,167918.77,138631.77,23839.09,0.0,2975.09,9455.95,14.2,0,0.0,False,False,False
DS_1193,Dataset_1193_NY_2025_L3,NY,2025,3,single,Eugene Johnson,N/A,4,153015.18,140834.07,115868.07,18366.1,0.0,1962.1,7937.34,13.04,8925.73,0.0,False,False,False
DS_1194,Dataset_1194_CA_2024_L3,CA,2024,3,single,Maria Patel,N/A,0,224198.2,222010.99,192800.99,43906.3,0.0,20050.3,16771.26,19.78,0,149.06,False,False,False
DS_1195,Dataset_1195_TX_2025_L1,TX,2025,1,single,Andrew Mcdonald,N/A,1,55300.0,55300.0,39550.0,2307.5,4328.5,0.0,0.0,4.17,0,0.0,False,False,False
DS_1196,Dataset_1196_TX_2021_L2,TX,2021,2,hoh,Eric Barnett,N/A,1,124968.0,121601.21,93270.21,18537.43,0.0,9513.43,0.0,15.24,0,0.0,False,False,False
DS_1197,Dataset_1197_IL_2022_L2,IL,2022,2,single,Jeffrey Lopez,N/A,3,59281.82,57874.73,40941.73,2814.18,249.82,0.0,2345.05,4.86,0,0.0,False,False,False
DS_1198,Dataset_1198_TX_2020_L2,TX,2020,2,hoh,Laura Brady,N/A,2,147282.32,145458.16,120676.16,21248.6,0.0,2864.6,0.0,14.61,0,0.0,False,False,False
DS_1199,Dataset_1199_IL_2020_L3,IL,2020,3,single,Linda Butler,N/A,3,171791.39,168360.65,141482.65,28896.83,0.0,13216.83,7814.1,17.16,0,0.0,False,False,False
DS_1200,Dataset_1200_FL_2023_L1,FL,2023,1,mfj,April Phillips,William Phillips,1,84100.0,84100.0,56400.0,4328.0,9128.0,0.0,0.0,5.15,0,0.0,False,False,False
DS_1201,Dataset_1201_IL_2022_L1,IL,2022,1,mfj,Carly Sanchez,Lisa Sanchez,0,28500.0,28500.0,2600.0,260.0,2020.0,0.0,1150.88,0.91,0,0.0,False,False,False
DS_1202,Dataset_1202_CA_2023_L3,CA,2023,3,single,Wesley Browning,N/A,0,143757.03,137580.65,106245.65,31251.72,0.0,24591.72,8919.24,22.72,0,0.0,False,False,False
DS_1203,Dataset_1203_IL_2025_L2,IL,2025,2,single,Andrea Flores,N/A,2,86395.31,72161.96,51504.96,5311.78,2033.22,0.0,3800.95,7.36,12500,0.0,False,False,False
DS_1204,Dataset_1204_IL_2021_L1,IL,2021,1,single,Michael Smith,N/A,1,40300.0,40300.0,27750.0,131.0,4705.0,0.0,892.38,0.33,0,0.0,False,False,False
DS_1205,Dataset_1205_CA_2020_L2,CA,2020,2,single,Ryan Parks,N/A,1,150631.71,146624.05,121686.05,29299.46,0.0,15443.46,9720.01,19.98,0,0.0,False,False,False
DS_1206,Dataset_1206_IL_2023_L2,IL,2023,2,single,Scott Sweeney,N/A,3,114962.58,113689.93,96236.93,13042.16,2253.84,0.0,5107.9,11.47,0,0.0,False,False,False
DS_1207,Dataset_1207_FL_2025_L3,FL,2025,3,single,Bradley Moore,N/A,0,149267.04,131127.61,101783.61,25497.29,0.0,11191.29,0.0,19.44,14043.98,0.0,False,False,True
DS_1208,Dataset_1208_CA_2020_L3,CA,2020,3,single,James Johnson,N/A,2,190591.78,190163.81,171371.81,32710.42,0.0,8118.42,13728.93,17.2,0,0.0,False,False,False
DS_1209,Dataset_1209_CA_2021_L1,CA,2021,1,single,Valerie Snyder,N/A,0,69133.95,69133.95,56583.95,8196.97,23.03,0.0,2617.4,11.86,0,0.0,False,False,False
DS_1210,Dataset_1210_IL_2025_L1,IL,2025,1,mfj,Michael Jones,Michael Jones,0,30590.98,30590.98,0,0.0,2416.0,0.0,1254.38,0.0,0,0.0,False,False,False
DS_1211,Dataset_1211_TX_2020_L2,TX,2020,2,single,Michael Martin,N/A,1,116358.27,114357.95,96294.95,19190.93,0.0,5318.93,0.0,16.78,0,0.0,False,False,False
DS_1212,Dataset_1212_IL_2023_L2,IL,2023,2,single,Charles Nichols,N/A,2,156193.11,153554.49,132234.49,26413.53,0.0,7549.53,7211.13,17.2,0,0.0,False,False,False
DS_1213,Dataset_1213_CA_2021_L2,CA,2021,2,single,Fred Murphy,N/A,1,57686.66,56510.87,40631.87,4039.09,0.0,847.09,1608.6,7.15,0,0.0,False,False,False
DS_1214,Dataset_1214_FL_2021_L2,FL,2021,2,mfj,Dwayne Frazier,Jasmine Frazier,2,163176.23,162933.91,134214.91,15508.92,5287.08,0.0,0.0,9.52,0,0.0,False,False,False
DS_1215,Dataset_1215_FL_2022_L2,FL,2022,2,single,Kevin Berger,N/A,3,143823.78,141491.42,121938.42,21765.45,0.0,4149.45,0.0,15.38,0,0.0,False,False,False
DS_1216,Dataset_1216_IL_2023_L3,IL,2023,3,mfj,Kathryn Weeks,Christian Weeks,1,124075.32,120303.16,81924.16,14935.23,0.0,6883.23,5565.19,12.41,0,0.0,False,False,False
DS_1217,Dataset_1217_IL_2025_L3,IL,2025,3,mfj,Christine Brown,Kenneth Brown,2,268208.24,267565.78,226469.78,37029.84,5762.16,0.0,12724.76,13.84,0,98.17,False,False,False
DS_1218,Dataset_1218_TX_2021_L2,TX,2021,2,mfj,Brian Carter,Teresa Carter,2,148431.74,147463.16,119009.16,13016.17,5963.83,0.0,0.0,8.83,0,0.0,False,False,False
DS_1219,Dataset_1219_NY_2020_L3,NY,2020,3,mfj,Jeremy Anderson,Jennifer Anderson,4,320239.65,319097.93,277245.93,49529.02,0.0,12393.02,17042.63,15.52,0,547.56,False,False,False
DS_1220,Dataset_1220_FL_2024_L2,FL,2024,2,hoh,Seth Collins,N/A,2,130706.71,129511.7,104228.7,14753.9,3326.1,0.0,0.0,11.39,0,0.0,False,False,False
DS_1221,Dataset_1221_FL_2022_L2,FL,2022,2,mfj,Bridget Jackson,Laura Jackson,2,124374.09,121667.37,88104.37,12030.41,1345.59,0.0,0.0,9.89,0,0.0,False,False,False
DS_1222,Dataset_1222_TX_2024_L1,TX,2024,1,single,Candace Noble,N/A,1,80370.72,80370.72,65770.72,7522.56,2041.44,0.0,0.0,9.36,0,0.0,False,False,False
DS_1223,Dataset_1223_TX_2023_L3,TX,2023,3,single,John Hall,N/A,0,132335.97,127384.06,99515.06,27187.44,0.0,20227.44,0.0,21.34,0,0.0,False,False,False
DS_1224,Dataset_1224_FL_2020_L2,FL,2020,2,single,David Welch,N/A,3,160899.8,158027.73,134400.73,26079.83,0.0,9519.83,0.0,16.5,0,0.0,False,False,False
DS_1225,Dataset_1225_FL_2022_L1,FL,2022,1,mfj,Julia Fletcher,Matthew Fletcher,0,60300.0,60300.0,34400.0,3717.0,3519.0,0.0,0.0,6.16,0,0.0,False,False,False
DS_1226,Dataset_1226_TX_2023_L3,TX,2023,3,hoh,Jodi Miranda,N/A,1,160795.02,157010.13,125495.13,27482.6,0.0,10890.6,0.0,17.5,0,0.0,False,False,False
DS_1227,Dataset_1227_IL_2022_L2,IL,2022,2,single,Sandra Walters,N/A,2,130992.21,128525.41,108592.41,20831.29,0.0,5807.29,5972.2,16.21,0,0.0,False,False,False
DS_1228,Dataset_1228_TX_2021_L3,TX,2021,3,single,David Smith,N/A,2,232581.03,230199.25,197447.25,48949.0,0.0,28757.0,0.0,21.26,0,175.33,False,False,False
DS_1229,Dataset_1229_IL_2021_L3,IL,2021,3,mfj,Rodney Yang,Lori Yang,4,130611.97,127281.71,92753.71,6660.53,6411.47,0.0,5520.82,5.23,0,0.0,False,False,False
DS_1230,Dataset_1230_CA_2025_L2,CA,2025,2,mfj,Sherry Gordon,Christine Gordon,3,100200.73,98867.61,63593.61,3220.48,6235.52,0.0,2280.8,3.26,0,0.0,False,False,False
DS_1231,Dataset_1231_NY_2022_L1,NY,2022,1,mfj,Nicholas Tyler,Susan Tyler,1,78704.41,78704.41,52804.41,3925.53,5482.47,0.0,3113.49,4.99,0,0.0,False,False,False
DS_1232,Dataset_1232_CA_2024_L1,CA,2024,1,mfj,William Lloyd,Kellie Lloyd,0,62200.0,62200.0,33000.0,3496.0,3968.0,0.0,706.16,5.62,0,0.0,False,False,False
DS_1233,Dataset_1233_FL_2023_L2,FL,2023,2,mfj,Jennifer Marks,Melody Marks,1,126540.33,124153.49,89696.49,13121.9,0.0,3585.9,0.0,10.57,0,0.0,False,False,False
DS_1234,Dataset_1234_CA_2022_L2,CA,2022,2,single,James Davis,N/A,2,103453.46,100399.71,78804.71,15061.54,0.0,8101.54,5380.87,15.0,0,0.0,False,False,False
DS_1235,Dataset_1235_IL_2024_L3,IL,2024,3,single,Samuel Stewart,N/A,4,164151.37,156668.72,120885.72,29020.38,0.0,22216.38,7105.41,18.52,0,0.0,False,False,False
DS_1236,Dataset_1236_NY_2025_L1,NY,2025,1,single,Kimberly Newman,N/A,0,78239.35,72433.71,54683.71,6944.42,2427.58,0.0,3698.16,9.59,5805.64,0.0,False,False,True
DS_1237,Dataset_1237_IL_2020_L1,IL,2020,1,mfj,Stefanie Jordan,Christopher Jordan,0,25900.0,25900.0,1100.0,110.0,1962.0,0.0,1022.18,0.42,0,0.0,False,False,False
DS_1238,Dataset_1238_TX_2025_L3,TX,2025,3,single,Scott Davis,N/A,2,251617.44,245611.67,206396.67,48648.1,0.0,26228.1,0.0,19.81,2338.26,353.15,False,False,True
DS_1239,Dataset_1239_CA_2020_L3,CA,2020,3,hoh,Christopher Townsend,N/A,4,236212.33,235398.7,204596.7,40678.83,0.0,2750.83,15691.31,17.28,0,256.62,False,False,False
DS_1240,Dataset_1240_FL_2024_L2,FL,2024,2,mfj,Jonathan Wright,Sarah Wright,3,96423.54,95213.77,62588.77,3466.19,5893.81,0.0,0.0,3.64,0,0.0,False,False,False
DS_1241,Dataset_1241_IL_2024_L1,IL,2024,1,single,Cynthia Blackwell,N/A,0,64998.2,64998.2,50398.2,6140.6,1563.4,0.0,3087.47,9.45,0,0.0,False,False,False
DS_1242,Dataset_1242_NY_2022_L1,NY,2022,1,mfj,Gary Davis,Karen Davis,0,60942.09,60942.09,35042.09,3794.05,3465.95,0.0,2136.56,6.23,0,0.0,False,False,False
DS_1243,Dataset_1243_FL_2022_L1,FL,2022,1,single,Nicole Ingram,N/A,1,74900.0,74900.0,61950.0,7246.0,1742.0,0.0,0.0,9.67,0,0.0,False,False,False
DS_1244,Dataset_1244_NY_2020_L1,NY,2020,1,single,Felicia Bell,N/A,0,64500.0,64500.0,52100.0,7252.0,488.0,0.0,2942.5,11.24,0,0.0,False,False,False
DS_1245,Dataset_1245_TX_2024_L1,TX,2024,1,mfj,Michelle Barron,Joseph Barron,0,57300.0,57300.0,28100.0,2908.0,3968.0,0.0,0.0,5.08,0,0.0,False,False,False
DS_1246,Dataset_1246_TX_2025_L3,TX,2025,3,mfj,Benjamin Ray,Alan Ray,1,389152.27,388452.5,346500.5,69253.91,0.0,4267.91,0.0,17.83,0,1200.24,False,False,False
DS_1247,Dataset_1247_CA_2020_L3,CA,2020,3,mfj,Anna Fitzgerald,Kevin Fitzgerald,0,217475.7,216666.31,179777.31,32924.33,0.0,10828.33,12371.66,15.2,0,0.0,False,False,False
DS_1248,Dataset_1248_FL_2020_L2,FL,2020,2,hoh,Jared Beck,N/A,3,117793.69,116160.31,92886.31,12197.46,2890.54,0.0,0.0,10.5,0,0.0,False,False,False
DS_1249,Dataset_1249_NY_2021_L1,NY,2021,1,single,Scott Thomas,N/A,0,66906.79,66906.79,54356.79,7706.99,309.01,0.0,3074.87,11.52,0,0.0,False,False,False
DS_1250,Dataset_1250_TX_2022_L1,TX,2022,1,single,Cassie Moore,N/A,1,47900.0,47900.0,34950.0,1988.5,3759.5,0.0,0.0,4.15,0,0.0,False,False,False
DS_1251,Dataset_1251_FL_2023_L2,FL,2023,2,mfj,David Williams,Tyler Williams,3,109440.81,107464.65,74170.65,6412.8,3067.2,0.0,0.0,5.97,0,0.0,False,False,False
DS_1252,Dataset_1252_NY_2022_L3,NY,2022,3,mfj,Amy Lopez,John Lopez,2,243508.59,243112.65,211298.65,35174.56,0.0,3382.56,12483.51,14.47,0,0.0,False,False,False
DS_1253,Dataset_1253_FL_2021_L3,FL,2021,3,mfj,Angela Payne,Nathan Payne,3,155080.44,152655.71,119398.71,13114.18,4885.82,0.0,0.0,8.59,0,0.0,False,False,False
DS_1254,Dataset_1254_IL_2020_L2,IL,2020,2,mfj,Carlos Wells,Traci Wells,3,83513.19,82486.89,54781.89,2231.43,5892.57,0.0,3433.41,2.71,0,0.0,False,False,False
DS_1255,Dataset_1255_NY_2024_L2,NY,2024,2,mfj,David Nelson,Judy Nelson,1,137182.56,134832.39,98979.39,14581.81,1818.19,0.0,6200.53,10.81,0,0.0,False,False,False
DS_1256,Dataset_1256_IL_2022_L3,IL,2022,3,single,Theresa Sexton,N/A,3,188185.16,184777.04,156391.04,32185.6,0.0,14793.6,8626.71,17.42,0,0.0,False,False,False
